,Unnamed: 0,tweet,words_num,lex_div,emojis_num,demoji_text,slangs_num,deslang_text,total_slangs_emojis,deslang_demoji
95,95,to livestream my concert tonight or to not livestream my concert tonight?,12,0.5833333333333334,0,to livestream my concert tonight or to not livestream my concert tonight?,0,to livestream my concert tonight or to not livestream my concert tonight,0,to livestream my concert tonight or to not livestream my concert tonight
96,96,i feel like it did make an impact. just might not be enough for this election (unless some really juicy stuff gets leaked),23,1.0,0,i feel like it did make an impact. just might not be enough for this election (unless some really juicy stuff gets leaked),0,i feel like it did make an impact just might not be enough for this election unless some really juicy stuff gets leaked,0,i feel like it did make an impact just might not be enough for this election unless some really juicy stuff gets leaked
97,97,obama says his departure may fix what ails obamacare,9,1.0,0,obama says his departure may fix what ails obamacare,0,obama says his departure may fix what ails obamacare,0,obama says his departure may fix what ails obamacare
98,98,how do you find that on properties?,7,1.0,0,how do you find that on properties?,0,how do you find that on properties,0,how do you find that on properties
99,99,does this work?,3,1.0,0,does this work?,0,does this work,0,does this work
100,100,if you compare apples to apples it looks like this:,10,0.9,0,if you compare apples to apples it looks like this:,0,if you compare apples to apples it looks like this,0,if you compare apples to apples it looks like this
101,101,"today i'm starting a new job at . it wouldn't be a new job without a blog post, would it? ✍️",21,0.75,1,"today i am starting a new job at . it would not be a new job without a blog post, would it?  writing hand ",1,today i am starting a new job at it would not be a new job without a web log post would it ✍️,2,today i am starting a new job at it would not be a new job without a web log post would it writing hand
102,102,i can't make any sense of it. are there similar examples out there to compare this theory to?,19,0.8888888888888888,0,i can not make any sense of it. are there similar examples out there to compare this theory to?,0,i can not make any sense of it are there similar examples out there to compare this theory to,0,i can not make any sense of it are there similar examples out there to compare this theory to
103,103,yes finally i can say it yes.,7,0.8571428571428571,0,yes finally i can say it yes.,0,yes finally i can say it yes,0,yes finally i can say it yes
104,104,7th &amp; bryant was closed until a few min ago due to a suspicious pkg. hoy! jamba's open now.,20,0.9473684210526316,0,7th & bryant was closed until a few min ago due to a suspicious pkg. hoy! jamba is open now.,1,7th amp bryant was closed until a few minute ago due to a suspicious pkg hoy jamba is open now,1,7th bryant was closed until a few minute ago due to a suspicious pkg hoy jamba is open now
105,105,"i only rate as a ""mauvais homme,"" which doesn't sound dastardly enough.",13,1.0,0,"i only rate as a ""mauvais homme,"" which does not sound dastardly enough.",0,i only rate as a mauvais homme which does not sound dastardly enough,0,i only rate as a mauvais homme which does not sound dastardly enough
106,106,this is as close as the news media is allowed to get to the scene of a fatal fire northeast of weeping water in rur…,25,0.8,0,this is as close as the news media is allowed to get to the scene of a fatal fire northeast of weeping water in rur…,0,this is as close as the news media is allowed to get to the scene of a fatal fire northeast of weeping water in rur…,0,this is as close as the news media is allowed to get to the scene of a fatal fire northeast of weeping water in rur…
107,107,megyn kelly grills dnc chair on sharing town hall question with clinton camp,13,1.0,0,megyn kelly grills dnc chair on sharing town hall question with clinton camp,0,megyn kelly grills dnc chair on sharing town hall question with clinton camp,0,megyn kelly grills dnc chair on sharing town hall question with clinton camp
108,108,who won the debate ?,4,1.0,0,who won the debate ?,0,who won the debate,0,who won the debate
109,109,a child in pakistan polishes shoes to earn a living pic via,12,0.9166666666666666,0,a child in pakistan polishes shoes to earn a living pic via,1,a child in pakistan polishes shoes to earn a living picture via,1,a child in pakistan polishes shoes to earn a living picture via
110,110,“please don't interrupt the script.” – living life according to the scriptures 🙏🏽,12,0.9230769230769232,1,“please do not interrupt the script.” – living life according to the scriptures  folded hands: medium skin tone ,0,“please do not interrupt the script” – living life according to the scriptures 🙏🏽,1,“please do not interrupt the script” – living life according to the scriptures folded hands medium skin tone
111,111,"(with subscription support plans 😉). but yeah, that's great. would love more payg in b2c. everyone chasing that recurring revenue.",20,1.0,1,"(with subscription support plans  winking face ). but yeah, that is great. would love more payg in b2c. everyone chasing that recurring revenue.",0,with subscription support plans 😉 but yeah that is great would love more payg in b2c everyone chasing that recurring revenue,1,with subscription support plans winking face but yeah that is great would love more payg in b2c everyone chasing that recurring revenue
112,112,about to go home and make something in my new crock pot because i'm a fucking adult.,18,1.0,0,about to go home and make something in my new crock pot because i am a fucking adult.,0,about to go home and make something in my new crock pot because i am a fucking adult,0,about to go home and make something in my new crock pot because i am a fucking adult
113,113,total bs article my 400 meter times always slower after cigars many cancers associated w/ cigars,16,0.9375,0,total bs article my 400 meter times always slower after cigars many cancers associated w/ cigars,1,total bulls**t article my 400 meter times always slower after cigars many cancers associated w cigars,1,total bulls**t article my 400 meter times always slower after cigars many cancers associated w cigars
114,114,approved repub. nominees for scotus.,5,1.0,0,approved repub. nominees for scotus.,0,approved repub nominees for scotus,0,approved repub nominees for scotus
115,115,i'm no longer replying lol,6,1.0,0,i am no longer replying lol,1,i am no longer replying laughing out loud,1,i am no longer replying laughing out loud
116,116,china along with north korea will easily dominate the area and will sink japan &amp; south korea in a minute,20,0.9,0,china along with north korea will easily dominate the area and will sink japan & south korea in a minute,0,china along with north korea will easily dominate the area and will sink japan amp south korea in a minute,0,china along with north korea will easily dominate the area and will sink japan south korea in a minute
117,117,"i hate when people think i'm playing hard to get, i'm not playing hard to get i just don't like you lol",25,0.7272727272727273,0,"i hate when people think i am playing hard to get, i am not playing hard to get i just do not like you lol",1,i hate when people think i am playing hard to get i am not playing hard to get i just do not like you laughing out loud,1,i hate when people think i am playing hard to get i am not playing hard to get i just do not like you laughing out loud
118,118,why christian leader jerry falwell jr is standing by trump. in his own words:,14,1.0,0,why christian leader jerry falwell jr is standing by trump. in his own words:,0,why christian leader jerry falwell jr is standing by trump in his own words,0,why christian leader jerry falwell jr is standing by trump in his own words
119,119,"doesn't matter how much autonomous tech they develop, they won't own the means of manufacturing the cars",19,0.8823529411764706,0,"does not matter how much autonomous tech they develop, they will not own the means of manufacturing the cars",0,does not matter how much autonomous tech they develop they will not own the means of manufacturing the cars,0,does not matter how much autonomous tech they develop they will not own the means of manufacturing the cars
120,120,killing it on with she has solid thoughts and does her best to keep it balanced. the best fox has right now,22,0.8636363636363636,0,killing it on with she has solid thoughts and does her best to keep it balanced. the best fox has right now,0,killing it on with she has solid thoughts and does her best to keep it balanced the best fox has right now,0,killing it on with she has solid thoughts and does her best to keep it balanced the best fox has right now
121,121,hillary and donald seem to be getting along. chatting away with a cardinal dolan dmz at the al smith dinner.…,20,1.0,0,hillary and donald seem to be getting along. chatting away with a cardinal dolan dmz at the al smith dinner.…,0,hillary and donald seem to be getting along chatting away with a cardinal dolan dmz at the al smith dinner…,0,hillary and donald seem to be getting along chatting away with a cardinal dolan dmz at the al smith dinner…
122,122,its dissapointing when the promotion has been so great &amp; the core game is a step up,17,0.8823529411764706,0,its dissapointing when the promotion has been so great & the core game is a step up,0,its dissapointing when the promotion has been so great amp the core game is a step up,0,its dissapointing when the promotion has been so great the core game is a step up
123,123,fundamental difference between trump wealth &amp; clinton wealth. trump created value to get rich. hillary sold access and favors to make $!,21,0.8636363636363636,0,fundamental difference between trump wealth & clinton wealth. trump created value to get rich. hillary sold access and favors to make $!,0,fundamental difference between trump wealth amp clinton wealth trump created value to get rich hillary sold access and favors to make,0,fundamental difference between trump wealth clinton wealth trump created value to get rich hillary sold access and favors to make
124,124,"so my flight was cancelled, and because booked me on ana for my connection i'm stranded in tokyo without hotel.",21,0.95,0,"so my flight was cancelled, and because booked me on ana for my connection i am stranded in tokyo without hotel.",0,so my flight was cancelled and because booked me on ana for my connection i am stranded in tokyo without hotel,0,so my flight was cancelled and because booked me on ana for my connection i am stranded in tokyo without hotel
125,125,shoutouts to and and you guys are the current generation. keep playing and keep winning,15,0.8,0,shoutouts to and and you guys are the current generation. keep playing and keep winning,0,shoutouts to and and you guys are the current generation keep playing and keep winning,0,shoutouts to and and you guys are the current generation keep playing and keep winning
126,126,there's a medium of picking and choosing the things that are most entertaining for your characters,17,1.0,0,there is a medium of picking and choosing the things that are most entertaining for your characters,0,there is a medium of picking and choosing the things that are most entertaining for your characters,0,there is a medium of picking and choosing the things that are most entertaining for your characters
127,127,who's been to clyde fraziers?,6,1.0,0,who is been to clyde fraziers?,0,who is been to clyde fraziers,0,who is been to clyde fraziers
128,128,a tortured life.,3,1.0,0,a tortured life.,0,a tortured life,0,a tortured life
129,129,improvisation 27 (garden of love ii) by wassily wassilyevich kandinsky (1812),11,1.0,0,improvisation 27 (garden of love ii) by wassily wassilyevich kandinsky (1812),0,improvisation 27 garden of love ii by wassily wassilyevich kandinsky 1812,0,improvisation 27 garden of love ii by wassily wassilyevich kandinsky 1812
130,130,no you said i am a muslim without knowing it so you might think hillary is a muslim too right,20,0.8,0,no you said i am a muslim without knowing it so you might think hillary is a muslim too right,0,no you said i am a muslim without knowing it so you might think hillary is a muslim too right,0,no you said i am a muslim without knowing it so you might think hillary is a muslim too right
131,131,"prophet muhammad freed the slaves, gave women their rights, condemned racism, and forgave ppl who harmed him and other muslims",20,0.95,0,"prophet muhammad freed the slaves, gave women their rights, condemned racism, and forgave ppl who harmed him and other muslims",1,prophet muhammad freed the slaves gave women their rights condemned racism and forgave people who harmed him and other muslims,1,prophet muhammad freed the slaves gave women their rights condemned racism and forgave people who harmed him and other muslims
132,132,he was safe and you know it,7,1.0,0,he was safe and you know it,0,he was safe and you know it,0,he was safe and you know it
133,133,"quit showing off, vereen. -ma",5,1.0,0,"quit showing off, vereen. -ma",0,quit showing off vereen ma,0,quit showing off vereen ma
134,134,"let's help all... except the unborn, the elderly, those who disagree with me., etc.",15,0.9285714285714286,0,"let is help all... except the unborn, the elderly, those who disagree with me., etc.",0,let is help all except the unborn the elderly those who disagree with me etc,0,let is help all except the unborn the elderly those who disagree with me etc
135,135,i have been on twitter for 2 years now and i thank all of my friends and followers who have stayed with me :),23,0.875,0,i have been on twitter for 2 years now and i thank all of my friends and followers who have stayed with me :),0,i have been on twitter for 2 years now and i thank all of my friends and followers who have stayed with me,0,i have been on twitter for 2 years now and i thank all of my friends and followers who have stayed with me
136,136,"so, can i send you my measurements? (i don't wear lbds.) 😉",12,0.9166666666666666,1,"so, can i send you my measurements? (i do not wear lbds.)  winking face ",0,so can i send you my measurements i do not wear lbds 😉,1,so can i send you my measurements i do not wear lbds winking face
137,137,"there is no us election. there is power consolidation. rigged primary, rigged media and rigged 'pied piper' candidate drive consolidaiton.",20,0.8,0,"there is no us election. there is power consolidation. rigged primary, rigged media and rigged 'pied piper' candidate drive consolidaiton.",0,there is no us election there is power consolidation rigged primary rigged media and rigged pied piper candidate drive consolidaiton,0,there is no us election there is power consolidation rigged primary rigged media and rigged pied piper candidate drive consolidaiton
138,138,watch hillary clinton's full remarks at the al smith charity dinner,12,1.0,0,watch hillary clinton is full remarks at the al smith charity dinner,0,watch hillary clinton is full remarks at the al smith charity dinner,0,watch hillary clinton is full remarks at the al smith charity dinner
139,139,tonight in san francisco at harlot san francisco with my perfect driver music crew,14,0.8571428571428571,0,tonight in san francisco at harlot san francisco with my perfect driver music crew,0,tonight in san francisco at harlot san francisco with my perfect driver music crew,0,tonight in san francisco at harlot san francisco with my perfect driver music crew
140,140,writing a check for your seed round immediately,8,1.0,0,writing a check for your seed round immediately,0,writing a check for your seed round immediately,0,writing a check for your seed round immediately
141,141,i would have fucked him the fuck up if he ever laid a finger on me or any girl period. his friends are fucked up fo…,26,0.8846153846153846,0,i would have fucked him the fuck up if he ever laid a finger on me or any girl period. his friends are fucked up fo…,0,i would have fucked him the fuck up if he ever laid a finger on me or any girl period his friends are fucked up fo…,0,i would have fucked him the fuck up if he ever laid a finger on me or any girl period his friends are fucked up fo…
142,142,lets play zesty,3,1.0,0,lets play zesty,0,lets play zesty,0,lets play zesty
143,143,jake taylor should have been hitting 9th in that lineup. not 2nd.,12,1.0,0,jake taylor should have been hitting 9th in that lineup. not 2nd.,0,jake taylor should have been hitting 9th in that lineup not 2nd,0,jake taylor should have been hitting 9th in that lineup not 2nd
144,144,i want more specs before i think of purchasing it. what do u think? …,14,0.8666666666666667,0,i want more specs before i think of purchasing it. what do u think? …,1,i want more specs before i think of purchasing it what do you think …,1,i want more specs before i think of purchasing it what do you think …
145,145,it's a damn shame re-reading some shit🤣,9,1.0,1,it is a damn shame re-reading some shit rolling on the floor laughing ,0,it is a damn shame rereading some shit🤣,1,it is a damn shame rereading some shit rolling on the floor laughing
146,146,"congratulations to our new national security advisor, general h.r. mcmaster. video:",12,1.0,0,"congratulations to our new national security advisor, general h.r. mcmaster. video:",1,congratulations to our new national security advisor general hour mcmaster video,1,congratulations to our new national security advisor general hour mcmaster video
147,147,watch: dwayne johnson calls cm punk live in ring after 'monday night raw',13,1.0,0,watch: dwayne johnson calls cm punk live in ring after  amonday night raw',1,watch dwayne johnson calls call me punk live in ring after amonday night raw,1,watch dwayne johnson calls call me punk live in ring after amonday night raw
148,148,"why are and i still up? it's late, for god's sake.",13,1.0,0,"why are and i still up? it is late, for god is sake.",0,why are and i still up it is late for god is sake,0,why are and i still up it is late for god is sake
149,149,".'s game plan this week: get ready, retail could be a blood bath",13,1.0,0,". is game plan this week: get ready, retail could be a blood bath",0,is game plan this week get ready retail could be a blood bath,0,is game plan this week get ready retail could be a blood bath
150,150,where historic forbes field meets downtown pittsburgh.,7,1.0,0,where historic forbes field meets downtown pittsburgh.,0,where historic forbes field meets downtown pittsburgh,0,where historic forbes field meets downtown pittsburgh
151,151,your performance in was a stunning piece of apologist theater. equating antisemitism to balls and strikes...,16,1.0,0,your performance in was a stunning piece of apologist theater. equating antisemitism to balls and strikes...,0,your performance in was a stunning piece of apologist theater equating antisemitism to balls and strikes,0,your performance in was a stunning piece of apologist theater equating antisemitism to balls and strikes
152,152,comrades of color: east germany in the cold war world,10,1.0,0,comrades of color: east germany in the cold war world,0,comrades of color east germany in the cold war world,0,comrades of color east germany in the cold war world
153,153,jw president was on this morning discussing trump's weekend trips costing taxpayers millions,14,1.0,0,jw president was on this morning discussing trump is weekend trips costing taxpayers millions,1,just wondering president was on this morning discussing trump is weekend trips costing taxpayers millions,1,just wondering president was on this morning discussing trump is weekend trips costing taxpayers millions
154,154,"come hike the ; discover "" in the tallgrass"" via",8,0.8888888888888888,0,"come hike the ; discover "" in the tallgrass"" via",0,come hike the discover in the tallgrass via,0,come hike the discover in the tallgrass via
155,155,nyc'ers - what is your favorite nice lunch spot very near 18th/6th ave?,14,1.0,0,nyc'ers - what is your favorite nice lunch spot very near 18th/6th ave?,0,nycers what is your favorite nice lunch spot very near 18th6th ave,0,nycers what is your favorite nice lunch spot very near 18th6th ave
156,156,if you see anyone on the same tour they're 99% gonna perform the same setlist..,16,0.8666666666666667,0,if you see anyone on the same tour they are 99% gonna perform the same setlist..,1,if you see anyone on the same tour they are 99 going to perform the same setlist,1,if you see anyone on the same tour they are 99 going to perform the same setlist
157,157,"this globalization impact is the engine of conservatism's descent into fascism: mapping nationhood to culture, cree…",17,1.0,0,"this globalization impact is the engine of conservatism is descent into fascism: mapping nationhood to culture, cree…",0,this globalization impact is the engine of conservatism is descent into fascism mapping nationhood to culture cree…,0,this globalization impact is the engine of conservatism is descent into fascism mapping nationhood to culture cree…
158,158,why is shabbaz in this. nyk give crumbs for a young bench scorer. not enough back.,16,1.0,0,why is shabbaz in this. nyk give crumbs for a young bench scorer. not enough back.,0,why is shabbaz in this nyk give crumbs for a young bench scorer not enough back,0,why is shabbaz in this nyk give crumbs for a young bench scorer not enough back
159,159,we ain't playin..gonna work hard today. slimetime fornadine,10,1.0,0,we ai not playin..gonna work hard today. slimetime fornadine,1,we Artificial Intelligence not playingonna work hard today slimetime fornadine,1,we Artificial Intelligence not playingonna work hard today slimetime fornadine
160,160,i don't really agree but i support your excitement &amp; launching!,12,0.9090909090909092,0,i do not really agree but i support your excitement & launching!,0,i do not really agree but i support your excitement amp launching,0,i do not really agree but i support your excitement launching
161,161,you have proven how real of a friend you are,10,0.9,0,you have proven how real of a friend you are,0,you have proven how real of a friend you are,0,you have proven how real of a friend you are
162,162,an avocado cost 5 bucks at giant food.,8,1.0,0,an avocado cost 5 bucks at giant food.,0,an avocado cost 5 bucks at giant food,0,an avocado cost 5 bucks at giant food
163,163,"bull captured after wild chase through jamaica, queens",8,1.0,0,"bull captured after wild chase through jamaica, queens",0,bull captured after wild chase through jamaica queens,0,bull captured after wild chase through jamaica queens
164,164,eric church sam hunt jake owen lee brice and jason aldean im fucking ready for route 91 holy shit 👌🏻👌🏻,19,1.0,1,eric church sam hunt jake owen lee brice and jason aldean im fucking ready for route 91 holy shit  OK hand: light skin tone  OK hand: light skin tone ,1,eric church sam hunt jake owen lee brice and jason aldean Instant Message fucking ready for route 91 holy shit 👌🏻👌🏻,2,eric church sam hunt jake owen lee brice and jason aldean Instant Message fucking ready for route 91 holy shit OK hand light skin tone OK hand light skin tone
165,165,"a fair point. but with cambridge analytica and the like, these days just about anyone with money can get unparalleled (in history)info",23,0.9545454545454546,0,"a fair point. but with cambridge analytica and the like, these days just about anyone with money can get unparalleled (in history)info",0,a fair point but with cambridge analytica and the like these days just about anyone with money can get unparalleled in historyinfo,0,a fair point but with cambridge analytica and the like these days just about anyone with money can get unparalleled in historyinfo
166,166,a4 of course this guy was really colorful:),8,1.0,0,a4 of course this guy was really colorful:),0,a4 of course this guy was really colorful,0,a4 of course this guy was really colorful
167,167,"all joking aside, i hope he can turn them around. i would love to see a cavs/lakers finals someday.",20,0.9473684210526316,0,"all joking aside, i hope he can turn them around. i would love to see a cavs/lakers finals someday.",0,all joking aside i hope he can turn them around i would love to see a cavslakers finals someday,0,all joking aside i hope he can turn them around i would love to see a cavslakers finals someday
168,168,spicer says priority is to deport people in u.s. illegally who have committed crimes.,15,1.0,0,spicer says priority is to deport people in u.s. illegally who have committed crimes.,0,spicer says priority is to deport people in us illegally who have committed crimes,0,spicer says priority is to deport people in us illegally who have committed crimes
169,169,you can take the boy out of cambridge...,8,1.0,0,you can take the boy out of cambridge...,0,you can take the boy out of cambridge,0,you can take the boy out of cambridge
170,170,"i’m not certain, but i think an intl wire transfer involves a voodoo spell that requires 3 confirmations to process and a carrier pigeon.",25,0.9166666666666666,0,"i’m not certain, but i think an intl wire transfer involves a voodoo spell that requires 3 confirmations to process and a carrier pigeon.",0,i’m not certain but i think an intl wire transfer involves a voodoo spell that requires 3 confirmations to process and a carrier pigeon,0,i’m not certain but i think an intl wire transfer involves a voodoo spell that requires 3 confirmations to process and a carrier pigeon
171,171,update: it ended the way we thought it would.,9,0.8888888888888888,0,update: it ended the way we thought it would.,0,update it ended the way we thought it would,0,update it ended the way we thought it would
172,172,"literally just happened to me, failed tf out of my exam just now :)",13,0.9285714285714286,0,"literally just happened to me, failed tf out of my exam just now :)",1,literally just happened to me failed The f**k out of my exam just now,1,literally just happened to me failed The f**k out of my exam just now
173,173,yes. national health insurance would make it so much easier to start a small biz. that would help revitalize the mi…,21,0.9523809523809524,0,yes. national health insurance would make it so much easier to start a small biz. that would help revitalize the mi…,1,yes national health insurance would make it so much easier to start a small Business that would help revitalize the mi…,1,yes national health insurance would make it so much easier to start a small Business that would help revitalize the mi…
174,174,i didn't vote on a false premise so stop trying to speak for me. you can only speak for yourself nobody else.,23,0.9090909090909092,0,i did not vote on a false premise so stop trying to speak for me. you can only speak for yourself nobody else.,0,i did not vote on a false premise so stop trying to speak for me you can only speak for yourself nobody else,0,i did not vote on a false premise so stop trying to speak for me you can only speak for yourself nobody else
175,175,"rss ""republisher"" to twitter, à la twitterfeed? google feedburner? looks hideous, hard to config but works.",16,0.9375,0,"rss ""republisher"" to twitter, à la twitterfeed? google feedburner? looks hideous, hard to config but works.",0,rss republisher to twitter à la twitterfeed google feedburner looks hideous hard to config but works,0,rss republisher to twitter à la twitterfeed google feedburner looks hideous hard to config but works
176,176,"school asks teachers to take down pro-diversity posters, saying they're ""anti-trump""",14,1.0,0,"school asks teachers to take down pro-diversity posters, saying they are ""anti-trump""",0,school asks teachers to take down prodiversity posters saying they are antitrump,0,school asks teachers to take down prodiversity posters saying they are antitrump
177,177,mitch kupchak is useless without jerry west. horrible horrible horrible gm.,11,0.8181818181818182,0,mitch kupchak is useless without jerry west. horrible horrible horrible gm.,1,mitch kupchak is useless without jerry west horrible horrible horrible good morning,1,mitch kupchak is useless without jerry west horrible horrible horrible good morning
178,178,asking the important questions tbh,5,1.0,0,asking the important questions tbh,1,asking the important questions to be honest,1,asking the important questions to be honest
179,179,you’ve seen everything already,5,1.0,0,you’ve seen everything already,0,you’ve seen everything already,0,you’ve seen everything already
180,180,"it's the responsibility of educators to provide resources to allow students to expand their knowledge, &amp; that includes about current events.",22,0.9047619047619048,0,"it is the responsibility of educators to provide resources to allow students to expand their knowledge, & that includes about current events.",0,it is the responsibility of educators to provide resources to allow students to expand their knowledge amp that includes about current events,0,it is the responsibility of educators to provide resources to allow students to expand their knowledge that includes about current events
181,181,has paid asis for this webinar?,6,1.0,0,has paid asis for this webinar?,0,has paid asis for this webinar,0,has paid asis for this webinar
182,182,landed in sydney for 1st-ever visit of an israeli pm to australia. thanks for the warm welcome. i'm far from israel…,23,0.9523809523809524,0,landed in sydney for 1st-ever visit of an israeli pm to australia. thanks for the warm welcome. i am far from israel…,0,landed in sydney for 1stever visit of an israeli pm to australia thanks for the warm welcome i am far from israel…,0,landed in sydney for 1stever visit of an israeli pm to australia thanks for the warm welcome i am far from israel…
183,183,"well me being a christian i am torn between this , i believe in trump , we are 20 trillion in debt. jw",21,0.8571428571428571,0,"well me being a christian i am torn between this , i believe in trump , we are 20 trillion in debt. jw",1,well me being a christian i am torn between this i believe in trump we are 20 trillion in debt just wondering,1,well me being a christian i am torn between this i believe in trump we are 20 trillion in debt just wondering
184,184,"hi. i am trying to read 100+ books this year, and i need your absolute top-tier recs around 200 pages.",21,0.95,0,"hi. i am trying to read 100+ books this year, and i need your absolute top-tier recs around 200 pages.",0,hi i am trying to read 100 books this year and i need your absolute toptier recs around 200 pages,0,hi i am trying to read 100 books this year and i need your absolute toptier recs around 200 pages
185,185,girl i'm throwing a massive rooftop party in honor of national moscow mule day ... friday march 3 .. come !,19,1.0,0,girl i am throwing a massive rooftop party in honor of national moscow mule day ... friday march 3 .. come !,0,girl i am throwing a massive rooftop party in honor of national moscow mule day friday march 3 come,0,girl i am throwing a massive rooftop party in honor of national moscow mule day friday march 3 come
186,186,flags doesn’t imply bitfield to me. why does that imply bitfield to you?,14,0.7692307692307693,0,flags doesn’t imply bitfield to me. why does that imply bitfield to you?,0,flags doesn’t imply bitfield to me why does that imply bitfield to you,0,flags doesn’t imply bitfield to me why does that imply bitfield to you
187,187,well they're all the same so..,7,1.0,0,well they are all the same so..,0,well they are all the same so,0,well they are all the same so
188,188,trying to small talk w the squad like,8,1.0,0,trying to small talk w the squad like,0,trying to small talk w the squad like,0,trying to small talk w the squad like
189,189,"do it! see hamilton, donate to . it's a win-win-win situation!",13,1.0,0,"do it! see hamilton, donate to . it is a win-win-win situation!",0,do it see hamilton donate to it is a winwinwin situation,0,do it see hamilton donate to it is a winwinwin situation
190,190,he's a killer blocker. perfect backup te and short yardage lead blocker,13,0.9166666666666666,0,he is a killer blocker. perfect backup te and short yardage lead blocker,1,he is a killer blocker perfect backup Team effort and short yardage lead blocker,1,he is a killer blocker perfect backup Team effort and short yardage lead blocker
191,191,"warrentonka is a ""do as i say, and not as i do"" persona, with her little tomahawk and coup stick.",20,0.85,0,"warrentonka is a ""do as i say, and not as i do"" persona, with her little tomahawk and coup stick.",0,warrentonka is a do as i say and not as i do persona with her little tomahawk and coup stick,0,warrentonka is a do as i say and not as i do persona with her little tomahawk and coup stick
192,192,cop mizan...site of a terrible green on blue attack shortly before my sqn got to zabul. we never did find the guys…,23,1.0,0,cop mizan...site of a terrible green on blue attack shortly before my sqn got to zabul. we never did find the guys…,0,cop mizansite of a terrible green on blue attack shortly before my sqn got to zabul we never did find the guys…,0,cop mizansite of a terrible green on blue attack shortly before my sqn got to zabul we never did find the guys…
193,193,"this tweet will be plagiarized, i just feel it",9,1.0,0,"this tweet will be plagiarized, i just feel it",0,this tweet will be plagiarized i just feel it,0,this tweet will be plagiarized i just feel it
194,194,he should bring mike back.,5,1.0,0,he should bring mike back.,0,he should bring mike back,0,he should bring mike back
195,195,i'm saying though... haha. we hitting our mid 20's. who has time for games anymore!? lol,18,1.0,0,i am saying though... haha. we hitting our mid 20 is. who has time for games anymore!? lol,1,i am saying though haha we hitting our mid 20 is who has time for games anymore laughing out loud,1,i am saying though haha we hitting our mid 20 is who has time for games anymore laughing out loud
196,196,rt if you would like to see me with my own show?!? let's make it happen,17,1.0,0,rt if you would like to see me with my own show?!? let is make it happen,0,rt if you would like to see me with my own show let is make it happen,0,rt if you would like to see me with my own show let is make it happen
197,197,"sooo, i've been thinking about this and i want in into",12,1.0,0,"sooo, i have been thinking about this and i want in into",0,sooo i have been thinking about this and i want in into,0,sooo i have been thinking about this and i want in into
198,198,happening a lot today. gop congresspeople figuring out we hate their robber-baron collusion and mean-spirited ideas.,18,1.0,0,happening a lot today. gop congresspeople figuring out we hate their robber-baron collusion and mean-spirited ideas.,0,happening a lot today gop congresspeople figuring out we hate their robberbaron collusion and meanspirited ideas,0,happening a lot today gop congresspeople figuring out we hate their robberbaron collusion and meanspirited ideas
199,199,i have been harassed and retaliated against simply for having a conversation with this whistleblower...,15,0.9333333333333332,0,i have been harassed and retaliated against simply for having a conversation with this whistleblower...,0,i have been harassed and retaliated against simply for having a conversation with this whistleblower,0,i have been harassed and retaliated against simply for having a conversation with this whistleblower
